,表チーム,裏チーム,表得点,裏得点
667,パイレーツ,カージナルス,0,7
668,ブルージェイズ,Rソックス,6,4
669,ブルージェイズ,Rソックス,9,4
670,レッズ,カージナルス,4,13
671,ブルージェイズ,Rソックス,7,10
672,レッズ,カージナルス,6,0
673,アストロズ,Rソックス,12,2
674,アストロズ,Rソックス,3,2
675,レッズ,カージナルス,2,5
676,アストロズ,Rソックス,3,6
677,アストロズ,Rソックス,4,3
678,カブス,カージナルス,10,2
679,カブス,カージナルス,7,8
680,カブス,カージナルス,5,1
681,カブス,カージナルス,2,1
682,ブリュワーズ,カージナルス,5,3
683,ブリュワーズ,カージナルス,6,7
684,ブリュワーズ,カージナルス,6,1
685,レイズ,ヤンキース,1,8
686,レイズ,ヤンキース,4,8
687,レイズ,ヤンキース,2,3
688,カージナルス,ヤンキース,3,4
689,カージナルス,ヤンキース,2,3
690,カージナルス,ヤンキース,3,9
691,Wソックス,ヤンキース,4,7
692,Wソックス,ヤンキース,4,1
693,Wソックス,ヤンキース,1,9
694,オリオールズ,ヤンキース,11,14
695,オリオールズ,ヤンキース,4,12
696,オリオールズ,ヤンキース,7,4
697,ブレーブス,パイレーツ,4,5
698,ブレーブス,パイレーツ,4,6
699,ブルージェイズ,ヤンキース,7,1
700,ブルージェイズ,ヤンキース,5,11
701,ブレーブス,パイレーツ,5,6
702,ブルージェイズ,ヤンキース,6,8
703,レッズ,パイレーツ,7,1
704,レッズ,パイレーツ,6,2
705,アストロズ,ヤンキース,3,2
706,アストロズ,ヤンキース,5,1
707,レッズ,パイレーツ,9,2
708,アストロズ,ヤンキース,6,11
709,ヤンキース,パイレーツ,3,6
710,ロイヤルズ,ヤンキース,2,4
711,ロイヤルズ,ヤンキース,6,2
712,ヤンキース,パイレーツ,11,5
713,ロイヤルズ,ヤンキース,0,3
714,ヤンキース,パイレーツ,1,2
715,アスレチックス,ヤンキース,4,1
716,アスレチックス,ヤンキース,2,3
717,アスレチックス,ヤンキース,5,9
718,カブス,パイレーツ,14,3
719,Rソックス,ヤンキース,5,4
720,Rソックス,ヤンキース,0,8
721,Rソックス,ヤンキース,1,9
722,オリオールズ,ヤンキース,2,8
723,オリオールズ,ヤンキース,3,16
724,オリオールズ,ヤンキース,3,14
725,ブリュワーズ,パイレーツ,0,4
726,エンゼルス,ヤンキース,8,3
727,エンゼルス,ヤンキース,4,8
728,エンゼルス,ヤンキース,10,5
729,レンジャーズ,ヤンキース,1,2
730,レンジャーズ,ヤンキース,8,1
731,レンジャーズ,ヤンキース,7,6
732,ブルージェイズ,ヤンキース,3,6
733,ブルージェイズ,ヤンキース,4,1
734,ブリュワーズ,ヤンキース,9,4
735,ブリュワーズ,パイレーツ,1,2
736,ブリュワーズ,ヤンキース,3,5
737,ブリュワーズ,パイレーツ,6,2
738,ブリュワーズ,ヤンキース,5,3
739,レッズ,ヤンキース,2,4
740,レッズ,ヤンキース,5,9
741,レイズ,ヤンキース,5,6
742,レイズ,ヤンキース,1,6
743,ナショナルズ,パイレーツ,8,4
744,レイズ,ヤンキース,4,5
745,ナショナルズ,パイレーツ,1,6
746,レイズ,ヤンキース,5,3
747,タイガース,ヤンキース,3,7
748,ナショナルズ,パイレーツ,4,10
749,タイガース,ヤンキース,4,3
750,タイガース,ヤンキース,2,0
751,Rソックス,ヤンキース,4,5
752,フィリーズ,パイレーツ,7,2
753,Rソックス,ヤンキース,10,5
754,Rソックス,ヤンキース,3,2
755,フィリーズ,パイレーツ,3,6
756,メッツ,ヤンキース,2,4
757,メッツ,ヤンキース,4,5
758,マリナーズ,ヤンキース,2,1
759,マリナーズ,ヤンキース,3,6
760,マリナーズ,ヤンキース,1,10
761,インディアンス,ヤンキース,6,2
762,メッツ,パイレーツ,4,5
763,インディアンス,ヤンキース,2,1
764,メッツ,パイレーツ,7,2
765,Rソックス,ヤンキース,2,6
766,Rソックス,ヤンキース,4,1
767,Dバックス,パイレーツ,3,4
768,Rソックス,ヤンキース,1,5
769,Dバックス,パイレーツ,3,0
770,オリオールズ,ヤンキース,5,13
771,オリオールズ,ヤンキース,2,8
772,Dバックス,パイレーツ,6,5
773,オリオールズ,ヤンキース,3,9
774,オリオールズ,ヤンキース,6,4
775,ツインズ,ヤンキース,1,2
776,ツインズ,ヤンキース,2,5
777,ツインズ,ヤンキース,3,11
778,レイズ,ヤンキース,1,6
779,マーリンズ,パイレーツ,7,1
780,レイズ,ヤンキース,1,6
781,レイズ,ヤンキース,9,6
782,ブルージェイズ,ヤンキース,0,4
783,ブルージェイズ,ヤンキース,1,2
784,ブルージェイズ,ヤンキース,2,1
785,マーリンズ,パイレーツ,12,7
786,ヤンキース,レイズ,3,7
787,マーリンズ,パイレーツ,6,7
788,ヤンキース,レイズ,5,0
789,マーリンズ,パイレーツ,1,3
790,ヤンキース,レイズ,1,4
791,ブルージェイズ,レイズ,5,2
792,ロッキーズ,パイレーツ,2,7
793,ブルージェイズ,レイズ,8,10
794,ブルージェイズ,レイズ,2,3
795,ブルージェイズ,レイズ,2,7
796,タイガース,レイズ,1,5
797,タイガース,レイズ,7,7
798,カブス,パイレーツ,9,5
799,タイガース,レイズ,1,8
800,アストロズ,レイズ,6,3
801,アストロズ,レイズ,3,6
802,アストロズ,レイズ,6,4
803,レイズ,パイレーツ,4,2
804,レイズ,パイレーツ,2,6
805,マーリンズ,レイズ,10,6
806,マーリンズ,レイズ,1,5
807,ブルージェイズ,レイズ,8,4
808,ブルージェイズ,レイズ,1,6
809,ジャイアンツ,パイレーツ,5,3
810,ブルージェイズ,レイズ,2,1
811,ロイヤルズ,レイズ,7,3
812,ロイヤルズ,レイズ,7,6
813,ロイヤルズ,レイズ,6,0
814,ヤンキース,レイズ,4,5
815,ヤンキース,レイズ,5,9
816,ヤンキース,レイズ,3,2
817,エンゼルス,レイズ,3,2
818,エンゼルス,レイズ,4,0
819,エンゼルス,レイズ,2,5
820,エンゼルス,レイズ,0,4
821,ブリュワーズ,パイレーツ,2,4
822,Wソックス,レイズ,4,2
823,Wソックス,レイズ,1,3
824,Wソックス,レイズ,5,7
825,アスレチックス,レイズ,4,13
826,アスレチックス,レイズ,4,5
827,ブリュワーズ,パイレーツ,3,4
828,レッズ,レイズ,7,3
829,レッズ,レイズ,5,6
830,ブリュワーズ,パイレーツ,2,3
831,ブリュワーズ,パイレーツ,2,4
832,レッズ,パイレーツ,9,1
833,レッズ,パイレーツ,5,2
834,レッズ,パイレーツ,0,6
835,パドレス,パイレーツ,6,10
836,パドレス,パイレーツ,5,2
837,パドレス,パイレーツ,4,5
838,エンゼルス,アスレチックス,2,4
839,アスレチックス,レイズ,5,6
840,エンゼルス,アスレチックス,7,6
841,アスレチックス,レイズ,7,2
842,エンゼルス,アスレチックス,5,0
843,タイガース,パイレーツ,0,3
844,エンゼルス,アスレチックス,1,5
845,レッズ,レイズ,3,8
846,アストロズ,アスレチックス,7,2
847,オリオールズ,レイズ,5,15
848,アストロズ,アスレチックス,10,6
849,タイガース,パイレーツ,3,6
850,オリオールズ,レイズ,8,3
851,オリオールズ,レイズ,8,5
852,レンジャーズ,アスレチックス,7,0
853,レンジャーズ,アスレチックス,2,4
854,Rソックス,レイズ,1,4
855,レンジャーズ,アスレチックス,1,9
856,マリナーズ,アスレチックス,6,9
857,マリナーズ,アスレチックス,1,3
858,カージナルス,パイレーツ,11,7
859,カージナルス,パイレーツ,11,10
860,カージナルス,パイレーツ,4,6
861,Rソックス,レイズ,8,3
862,Rソックス,レイズ,0,1
863,マリナーズ,アスレチックス,3,4
864,Rソックス,レイズ,3,5
865,マリナーズ,アスレチックス,11,1
866,ドジャース,パイレーツ,8,5
867,レンジャーズ,レイズ,4,3
868,タイガース,アスレチックス,7,2
869,タイガース,アスレチックス,5,6
870,ドジャース,パイレーツ,0,1
871,レンジャーズ,レイズ,6,5
872,オリオールズ,レイズ,5,0
873,タイガース,アスレチックス,6,8
874,ドジャース,パイレーツ,5,2
875,オリオールズ,レイズ,4,5
876,エンゼルス,アスレチックス,2,3
877,オリオールズ,レイズ,1,5
878,エンゼルス,アスレチックス,7,3
879,ブリュワーズ,レイズ,2,0
880,Rソックス,アスレチックス,3,8
881,ブリュワーズ,レイズ,3,0
882,レッズ,パイレーツ,7,3
883,Rソックス,アスレチックス,2,3
884,ブリュワーズ,レイズ,1,2
885,Rソックス,アスレチックス,3,8
886,レッズ,パイレーツ,0,5
887,Rソックス,レイズ,2,0
888,Rソックス,レイズ,8,2
889,マーリンズ,アスレチックス,11,9
890,インディアンス,レイズ,1,4
891,マーリンズ,アスレチックス,1,4
892,インディアンス,レイズ,5,0
893,インディアンス,レイズ,3,0
894,カブス,パイレーツ,3,4
895,インディアンス,レイズ,4,3
896,カブス,パイレーツ,1,0
897,マリナーズ,レイズ,7,1
898,ナショナルズ,アスレチックス,4,10
899,マリナーズ,レイズ,7,6
900,カブス,パイレーツ,8,2
901,ナショナルズ,アスレチックス,11,10
902,ブルージェイズ,レイズ,5,6
903,ブリュワーズ,パイレーツ,3,0
904,ブルージェイズ,アスレチックス,3,5
905,ブルージェイズ,レイズ,7,6
906,ブルージェイズ,アスレチックス,1,4
907,ブルージェイズ,レイズ,0,2
908,ブルージェイズ,アスレチックス,7,5
909,ブリュワーズ,パイレーツ,4,6
910,ツインズ,レイズ,1,2
911,ツインズ,レイズ,10,6
912,カージナルス,パイレーツ,6,11
913,ヤンキース,レイズ,5,1
914,カージナルス,パイレーツ,1,4
915,ヤンキース,レイズ,1,2
916,ヤンキース,レイズ,3,2
917,オリオールズ,パイレーツ,1,10
918,Rソックス,レイズ,13,6
919,Rソックス,レイズ,3,1
920,オリオールズ,パイレーツ,3,5
921,Rソックス,レイズ,2,3
922,カブス,レイズ,2,1
923,カブス,レイズ,1,8
924,オリオールズ,レイズ,0,7
925,オリオールズ,レイズ,3,4
926,オリオールズ,レイズ,0,6
927,マリナーズ,エンゼルス,1,5
928,マリナーズ,エンゼルス,4,5
929,マリナーズ,エンゼルス,9,10
930,ロッキーズ,ブリュワーズ,7,5
931,レンジャーズ,エンゼルス,5,6
932,ロッキーズ,ブリュワーズ,6,5
933,レンジャーズ,エンゼルス,8,3
934,レンジャーズ,エンゼルス,8,3
935,ロッキーズ,ブリュワーズ,1,6
936,ロッキーズ,ブリュワーズ,2,1
937,ブルージェイズ,エンゼルス,8,7
938,カブス,ブリュワーズ,1,1
939,ブルージェイズ,エンゼルス,4,5
940,ブルージェイズ,エンゼルス,6,2
941,カブス,ブリュワーズ,11,6
942,ブルージェイズ,エンゼルス,1,2
943,カブス,ブリュワーズ,7,4
944,アスレチックス,エンゼルス,1,2
945,アストロズ,エンゼルス,7,6
946,アストロズ,エンゼルス,1,2
947,アストロズ,エンゼルス,5,3
948,タイガース,エンゼルス,7,1
949,ヤンキース,アスレチックス,7,8
950,タイガース,エンゼルス,0,7
951,ヤンキース,アスレチックス,6,7
952,タイガース,エンゼルス,4,3
953,タイガース,エンゼルス,1,4
954,Wソックス,エンゼルス,3,5
955,アストロズ,アスレチックス,8,4
956,Wソックス,エンゼルス,6,7
957,アストロズ,アスレチックス,5,1
958,Wソックス,エンゼルス,8,12
959,アストロズ,アスレチックス,12,9
960,ブレーブス,アスレチックス,4,3
961,カージナルス,ブリュワーズ,5,7
962,ブレーブス,アスレチックス,4,3
963,Wソックス,アスレチックス,7,2
964,カージナルス,ブリュワーズ,6,3
965,Wソックス,アスレチックス,6,7
966,ブレーブス,エンゼルス,6,3
967,カージナルス,ブリュワーズ,4,1
968,ブレーブス,エンゼルス,3,9
969,ブレーブス,エンゼルス,1,2
970,カージナルス,ブリュワーズ,6,4
971,ツインズ,エンゼルス,4,2
972,ツインズ,エンゼルス,2,7
973,レッズ,ブリュワーズ,7,11
974,レイズ,アスレチックス,3,2
975,ツインズ,エンゼルス,3,2
976,レイズ,アスレチックス,4,3
977,ヤンキース,エンゼルス,5,3
978,レイズ,アスレチックス,2,7
979,ロイヤルズ,エンゼルス,7,2
980,ツインズ,アスレチックス,6,3
981,ブレーブス,ブリュワーズ,10,8
982,ロイヤルズ,エンゼルス,3,1
983,ツインズ,アスレチックス,4,5
984,ブレーブス,ブリュワーズ,11,3
985,ツインズ,アスレチックス,5,6
986,ブレーブス,ブリュワーズ,3,4
987,ジャイアンツ,アスレチックス,5,8
988,ジャイアンツ,アスレチックス,10,4
989,Rソックス,ブリュワーズ,7,11
990,マリナーズ,アスレチックス,7,6
991,マリナーズ,アスレチックス,6,3
992,ドジャース,エンゼルス,2,2
993,オリオールズ,アスレチックス,7,2
994,オリオールズ,アスレチックス,4,5
995,Rソックス,ブリュワーズ,4,1
996,オリオールズ,アスレチックス,12,5
997,オリオールズ,アスレチックス,3,9
998,メッツ,ブリュワーズ,4,7
999,ロイヤルズ,アスレチックス,6,2
1000,ロイヤルズ,アスレチックス,8,10
1001,メッツ,ブリュワーズ,4,11
1002,ロイヤルズ,アスレチックス,7,6
1003,レンジャーズ,アスレチックス,1,3
1004,メッツ,ブリュワーズ,9,11
1005,マリナーズ,エンゼルス,5,3
1006,レンジャーズ,アスレチックス,3,8
1007,レンジャーズ,アスレチックス,3,8
1008,ブルージェイズ,ブリュワーズ,4,3
1009,ブルージェイズ,ブリュワーズ,8,4
1010,エンゼルス,アスレチックス,8,7
1011,ナショナルズ,エンゼルス,4,3
1012,Dバックス,ブリュワーズ,4,0
1013,エンゼルス,アスレチックス,1,3
1014,ナショナルズ,エンゼルス,0,7
1015,アストロズ,アスレチックス,8,9
1016,Rソックス,エンゼルス,6,2
1017,アストロズ,アスレチックス,1,11
1018,Dバックス,ブリュワーズ,1,6
1019,Rソックス,エンゼルス,2,3
1020,アストロズ,アスレチックス,2,10
1021,フィリーズ,エンゼルス,1,7
1022,Dバックス,ブリュワーズ,5,9
1023,フィリーズ,エンゼルス,0,7
1024,レンジャーズ,アスレチックス,0,1
1025,フィリーズ,エンゼルス,4,5
1026,レンジャーズ,アスレチックス,1,8
1027,アスレチックス,エンゼルス,6,8
1028,マリナーズ,アスレチックス,7,1
1029,ブレーブス,メッツ,0,6
1030,アスレチックス,エンゼルス,5,0
1031,マリナーズ,アスレチックス,6,3
1032,アスレチックス,エンゼルス,11,10
1033,マリナーズ,アスレチックス,5,6
1034,ドジャース,ブリュワーズ,10,8
1035,オリオールズ,エンゼルス,6,2
1036,オリオールズ,エンゼルス,2,3
1037,オリオールズ,エンゼルス,1,5
1038,ドジャース,ブリュワーズ,0,3
1039,ジャイアンツ,ブリュワーズ,7,2
1040,レンジャーズ,エンゼルス,1,10
1041,レンジャーズ,エンゼルス,7,5
1042,ジャイアンツ,ブリュワーズ,2,5
1043,レンジャーズ,エンゼルス,3,0
1044,ジャイアンツ,ブリュワーズ,3,6
1045,アストロズ,エンゼルス,2,1
1046,アストロズ,エンゼルス,6,7
1047,ジャイアンツ,ブリュワーズ,9,5
1048,アストロズ,エンゼルス,7,5
1049,アスレチックス,エンゼルス,1,3
1050,パドレス,ブリュワーズ,5,6
1051,アスレチックス,エンゼルス,2,8
1052,アスレチックス,エンゼルス,8,10
1053,パイレーツ,ブリュワーズ,7,3
1054,パイレーツ,ブリュワーズ,3,4
1055,パイレーツ,ブリュワーズ,2,4
1056,マーリンズ,ブリュワーズ,10,3
1057,オリオールズ,ブリュワーズ,1,8
1058,オリオールズ,ブリュワーズ,2,6
1059,ブレーブス,メッツ,3,1
1060,ブレーブス,メッツ,2,6
1061,カブス,ブリュワーズ,1,2
1062,カブス,ブリュワーズ,4,2
1063,マーリンズ,メッツ,7,2
1064,カージナルス,ブリュワーズ,2,3
1065,アストロズ,エンゼルス,1,0
1066,カージナルス,ブリュワーズ,5,4
1067,アストロズ,エンゼルス,1,9
1068,マーリンズ,メッツ,8,1
1069,アストロズ,エンゼルス,5,2
1070,カージナルス,ブリュワーズ,1,2
1071,レンジャーズ,エンゼルス,6,7
1072,レンジャーズ,エンゼルス,0,2
1073,ツインズ,ブリュワーズ,4,0
1074,マーリンズ,メッツ,2,5
1075,レンジャーズ,エンゼルス,4,2
1076,インディアンス,エンゼルス,6,3
1077,ツインズ,ブリュワーズ,7,2
1078,インディアンス,エンゼルス,6,5
1079,レッズ,ブリュワーズ,11,10
1080,フィリーズ,メッツ,6,2
1081,レッズ,ブリュワーズ,5,5
1082,レッズ,ブリュワーズ,4,7
1083,フィリーズ,メッツ,6,4
1084,パイレーツ,ブリュワーズ,1,3
1085,パイレーツ,ブリュワーズ,6,7
1086,ナショナルズ,メッツ,4,3
1087,カージナルス,ブリュワーズ,10,2
1088,ナショナルズ,メッツ,3,1
1089,カージナルス,ブリュワーズ,5,6
1090,マリナーズ,エンゼルス,5,6
1091,マリナーズ,エンゼルス,6,4
1092,ナショナルズ,ブリュワーズ,3,6
1093,マリナーズ,エンゼルス,2,6
1094,ナショナルズ,メッツ,6,3
1095,ナショナルズ,ブリュワーズ,0,1
1096,ナショナルズ,ブリュワーズ,3,2
1097,パイレーツ,ブリュワーズ,7,0
1098,パイレーツ,ブリュワーズ,2,5
1099,パイレーツ,ブリュワーズ,2,8
1100,ブレーブス,メッツ,7,5
1101,カブス,ブリュワーズ,3,4
1102,アストロズ,マリナーズ,0,6
1103,カブス,ブリュワーズ,5,0
1104,レッズ,ブリュワーズ,6,7
1105,レッズ,ブリュワーズ,6,0
1106,マーリンズ,メッツ,7,8
1107,インディアンス,レンジャーズ,8,5
1108,レッズ,ブリュワーズ,3,4
1109,インディアンス,レンジャーズ,4,3
1110,インディアンス,レンジャーズ,9,6
1111,マーリンズ,メッツ,3,11
1112,アスレチックス,レンジャーズ,5,10
1113,アスレチックス,レンジャーズ,6,1
1114,アスレチックス,レンジャーズ,1,8
1115,マーリンズ,メッツ,7,0
1116,アストロズ,マリナーズ,7,5
1117,ロイヤルズ,レンジャーズ,0,1
1118,アストロズ,マリナーズ,10,5
1119,ロイヤルズ,レンジャーズ,2,6
1120,ジャイアンツ,メッツ,3,4
1121,フィリーズ,レッズ,4,3
1122,ロイヤルズ,レンジャーズ,1,2
1123,ロイヤルズ,レンジャーズ,2,5
1124,ジャイアンツ,メッツ,1,6
1125,フィリーズ,レッズ,0,2
1126,レンジャーズ,マリナーズ,1,2
1127,ツインズ,レンジャーズ,3,2
1128,レンジャーズ,マリナーズ,0,5
1129,フィリーズ,レッズ,4,7
1130,レンジャーズ,マリナーズ,7,8
1131,ブリュワーズ,レッズ,5,1
1132,マーリンズ,マリナーズ,1,6
1133,ブリュワーズ,レッズ,10,4
1134,エンゼルス,レンジャーズ,6,3
1135,マーリンズ,マリナーズ,5,0
1136,エンゼルス,メッツ,0,3
1137,エンゼルス,レンジャーズ,3,6
1138,マーリンズ,マリナーズ,5,10
1139,ブリュワーズ,レッズ,5,7
1140,エンゼルス,レンジャーズ,5,2
1141,エンゼルス,メッツ,5,7
1142,ブリュワーズ,レッズ,4,2
1143,エンゼルス,メッツ,12,5
1144,オリオールズ,レッズ,3,9
1145,パドレス,レンジャーズ,2,5
1146,アスレチックス,レンジャーズ,2,5
1147,オリオールズ,レッズ,2,0
1148,パドレス,メッツ,3,9
1149,アスレチックス,レンジャーズ,5,6
1150,オリオールズ,レッズ,2,1
1151,アスレチックス,レンジャーズ,4,6
1152,パドレス,メッツ,6,5
1153,フィリーズ,レンジャーズ,1,5
1154,カブス,レッズ,6,5
1155,フィリーズ,レンジャーズ,3,9
1156,エンゼルス,マリナーズ,6,4
1157,フィリーズ,レンジャーズ,4,8
1158,パドレス,メッツ,4,3
1159,カブス,レッズ,12,8
1160,レイズ,レンジャーズ,10,8
1161,カブス,レッズ,5,7
1162,レイズ,レンジャーズ,5,9
1163,レイズ,レンジャーズ,7,5
1164,エンゼルス,マリナーズ,7,8
1165,パイレーツ,レッズ,3,4
1166,アストロズ,レンジャーズ,6,5
1167,エンゼルス,マリナーズ,3,11
1168,アストロズ,レンジャーズ,7,2
1169,パイレーツ,レッズ,12,3
1170,レンジャーズ,マリナーズ,3,1
1171,メッツ,レンジャーズ,8,10
1172,パイレーツ,レッズ,2,7
1173,レンジャーズ,マリナーズ,2,8
1174,メッツ,レンジャーズ,4,3
1175,レンジャーズ,マリナーズ,3,4
1176,パイレーツ,レッズ,2,4
1177,マリナーズ,レンジャーズ,4,10
1178,ジャイアンツ,レッズ,3,13
1179,ブルージェイズ,レンジャーズ,7,6
1180,アスレチックス,マリナーズ,5,6
1181,ジャイアンツ,レッズ,2,14
1182,ブルージェイズ,レンジャーズ,1,6
1183,アスレチックス,マリナーズ,9,6
1184,ブルージェイズ,レンジャーズ,7,5
1185,ジャイアンツ,レッズ,0,4
1186,アスレチックス,マリナーズ,0,4
1187,ブルージェイズ,レンジャーズ,4,11
1188,Wソックス,マリナーズ,4,5
1189,ヤンキース,レッズ,10,4
1190,Wソックス,マリナーズ,2,1
1191,Wソックス,マリナーズ,16,1
1192,ヤンキース,レッズ,3,5
1193,ロッキーズ,レッズ,12,6
1194,ロッキーズ,マリナーズ,0,5
1195,ロッキーズ,レッズ,8,12
1196,ロッキーズ,マリナーズ,6,3
1197,レイズ,マリナーズ,2,9
1198,インディアンス,レッズ,1,5
1199,レイズ,マリナーズ,1,7
1200,インディアンス,レッズ,8,7
1201,ツインズ,マリナーズ,3,12
1202,ツインズ,マリナーズ,5,6
1203,Rソックス,レンジャーズ,7,5
1204,ツインズ,マリナーズ,2,1
1205,Rソックス,レンジャーズ,11,4
1206,ブルージェイズ,マリナーズ,2,4
1207,ブレーブス,レッズ,6,5
1208,ブルージェイズ,マリナーズ,4,2
1209,エンゼルス,レンジャーズ,0,10
1210,ブルージェイズ,マリナーズ,4,0
1211,ブレーブス,レッズ,13,8
1212,エンゼルス,レンジャーズ,2,5
1213,カージナルス,レッズ,2,4
1214,タイガース,マリナーズ,4,5
1215,エンゼルス,レンジャーズ,3,0
1216,タイガース,マリナーズ,5,7
1217,カージナルス,レッズ,1,13
1218,タイガース,マリナーズ,6,9
1219,カージナルス,レッズ,4,6
1220,アストロズ,マリナーズ,3,13
1221,カージナルス,レッズ,2,5
1222,ドジャース,レッズ,3,1
1223,アストロズ,マリナーズ,5,2
1224,アストロズ,マリナーズ,8,2
1225,フィリーズ,マリナーズ,8,2
1226,マーリンズ,レンジャーズ,4,0
1227,フィリーズ,マリナーズ,5,4
1228,マーリンズ,レンジャーズ,4,10
1229,ブリュワーズ,レッズ,6,8
1230,マーリンズ,レンジャーズ,22,10
1231,オリオールズ,レンジャーズ,2,8
1232,ブリュワーズ,レッズ,3,4
1233,オリオールズ,レンジャーズ,4,0
1234,オリオールズ,レンジャーズ,10,6
1235,マリナーズ,レンジャーズ,6,4
1236,ロイヤルズ,マリナーズ,3,1
1237,ロイヤルズ,マリナーズ,7,3
1238,カブス,レッズ,6,2
1239,マリナーズ,レンジャーズ,8,7
1240,アスレチックス,マリナーズ,7,4
1241,マリナーズ,レンジャーズ,1,5
1242,アスレチックス,マリナーズ,2,7
1243,アストロズ,レンジャーズ,4,6
1244,アスレチックス,マリナーズ,4,3
1245,アスレチックス,マリナーズ,0,4
1246,アストロズ,レンジャーズ,3,8
1247,ナショナルズ,レッズ,6,1
1248,アストロズ,レンジャーズ,2,1
1249,Dバックス,レッズ,11,2
1250,タイガース,レンジャーズ,2,6
1251,タイガース,レンジャーズ,4,10
1252,Dバックス,レッズ,3,4
1253,タイガース,レンジャーズ,6,12
1254,ヤンキース,マリナーズ,4,1
1255,Wソックス,レンジャーズ,8,9
1256,Dバックス,レッズ,12,2
1257,ヤンキース,マリナーズ,5,1
1258,Wソックス,レンジャーズ,4,3
1259,Wソックス,レンジャーズ,7,17
1260,ブリュワーズ,メッツ,2,4
1261,マーリンズ,レッズ,3,1
1262,ヤンキース,マリナーズ,6,4
1263,Rソックス,マリナーズ,0,4
1264,ブリュワーズ,メッツ,4,5
1265,Rソックス,マリナーズ,5,6
1266,Rソックス,マリナーズ,4,0
1267,エンゼルス,レンジャーズ,9,10
1268,ブリュワーズ,メッツ,7,1
1269,エンゼルス,レンジャーズ,7,4
1270,メッツ,マリナーズ,7,5
1271,カージナルス,レッズ,2,3
1272,メッツ,マリナーズ,2,3
1273,ヤンキース,レンジャーズ,5,11
1274,ヤンキース,レンジャーズ,3,1
1275,メッツ,マリナーズ,1,9
1276,カージナルス,レッズ,4,1
1277,ブリュワーズ,メッツ,2,1
1278,ヤンキース,レンジャーズ,16,7
1279,カージナルス,レッズ,13,4
1280,パドレス,レッズ,3,11
1281,エンゼルス,マリナーズ,6,3
1282,パドレス,レッズ,7,3
1283,マリナーズ,レンジャーズ,3,5
1284,エンゼルス,マリナーズ,6,5
1285,エンゼルス,マリナーズ,6,3
1286,マリナーズ,レンジャーズ,10,3
1287,エンゼルス,マリナーズ,4,2
1288,マリナーズ,レンジャーズ,8,1
1289,パイレーツ,メッツ,11,1
1290,オリオールズ,マリナーズ,11,3
1291,マリナーズ,レンジャーズ,10,4
1292,パドレス,レッズ,3,10
1293,オリオールズ,マリナーズ,1,3
1294,アストロズ,レンジャーズ,11,2
1295,カブス,メッツ,1,6
1296,オリオールズ,マリナーズ,6,7
1297,アストロズ,レンジャーズ,14,3
1298,アストロズ,レンジャーズ,12,2
1299,アスレチックス,マリナーズ,2,3
1300,アスレチックス,レンジャーズ,4,1
1301,カブス,レッズ,9,3
1302,アスレチックス,マリナーズ,6,6
1303,アスレチックス,レンジャーズ,3,5
1304,カブス,レッズ,2,4
1305,アスレチックス,レンジャーズ,4,8
1306,ナショナルズ,メッツ,8,3
1307,アストロズ,マリナーズ,3,1
1308,パイレーツ,レッズ,5,9
1309,アスレチックス,レンジャーズ,5,2
1310,アストロズ,マリナーズ,5,3
1311,ナショナルズ,メッツ,7,2
1312,パイレーツ,レッズ,1,0
1313,エンゼルス,マリナーズ,3,4
1314,パイレーツ,レッズ,5,2
1315,エンゼルス,マリナーズ,5,3
1316,メッツ,レッズ,4,14
1317,レンジャーズ,マリナーズ,8,6
1318,メッツ,レッズ,2,0
1319,メッツ,レッズ,2,7
1320,インディアンス,マリナーズ,11,4
1321,インディアンス,マリナーズ,4,2
1322,ブリュワーズ,レッズ,3,9
1323,フィリーズ,メッツ,7,1
1324,ブリュワーズ,レッズ,1,7
