,表チーム,裏チーム,表得点,裏得点
1325,パイレーツ,レッズ,2,4
1326,パイレーツ,レッズ,1,2
1327,パイレーツ,レッズ,2,5
1328,カージナルス,レッズ,9,2
1329,マリナーズ,アストロズ,0,3
1330,Rソックス,レッズ,5,4
1331,マリナーズ,アストロズ,1,2
1332,Rソックス,レッズ,5,0
1333,マリナーズ,アストロズ,3,5
1334,Rソックス,レッズ,5,4
1335,マリナーズ,アストロズ,4,2
1336,ロイヤルズ,アストロズ,5,1
1337,カージナルス,メッツ,6,3
1338,カージナルス,メッツ,5,0
1339,ロイヤルズ,アストロズ,7,3
1340,カージナルス,メッツ,3,7
1341,ロイヤルズ,アストロズ,4,5
1342,エンゼルス,アストロズ,0,3
1343,エンゼルス,アストロズ,5,2
1344,カージナルス,メッツ,2,3
1345,エンゼルス,アストロズ,1,5
1346,アスレチックス,メッツ,5,7
1347,エンゼルス,アストロズ,1,2
1348,アスレチックス,アストロズ,4,9
1349,アスレチックス,アストロズ,2,1
1350,アスレチックス,アストロズ,2,7
1351,アスレチックス,メッツ,3,2
1352,レンジャーズ,アストロズ,2,6
1353,レンジャーズ,アストロズ,7,8
1354,レンジャーズ,アストロズ,1,10
1355,レンジャーズ,アストロズ,10,4
1356,ブレーブス,アストロズ,3,8
1357,ブレーブス,アストロズ,2,4
1358,インディアンス,アストロズ,5,3
1359,インディアンス,アストロズ,3,0
1360,タイガース,アストロズ,0,1
1361,タイガース,アストロズ,2,6
1362,タイガース,アストロズ,6,3
1363,タイガース,アストロズ,6,7
1364,オリオールズ,アストロズ,2,5
1365,オリオールズ,アストロズ,4,8
1366,エンゼルス,アストロズ,9,4
1367,エンゼルス,アストロズ,1,3
1368,エンゼルス,アストロズ,12,6
1369,レンジャーズ,アストロズ,6,1
1370,Rソックス,アストロズ,2,1
1371,アスレチックス,アストロズ,6,4
1372,アスレチックス,アストロズ,8,11
1373,ドジャース,メッツ,6,0
1374,ドジャース,メッツ,7,4
1375,ヤンキース,アストロズ,6,7
1376,ドジャース,メッツ,8,0
1377,ヤンキース,アストロズ,1,8
1378,レンジャーズ,メッツ,4,5
1379,レンジャーズ,メッツ,5,1
1380,ヤンキース,メッツ,5,3
1381,ヤンキース,メッツ,7,5
1382,マーリンズ,メッツ,3,1
1383,マーリンズ,メッツ,1,8
1384,Dバックス,メッツ,2,4
1385,Dバックス,メッツ,3,2
1386,フィリーズ,メッツ,3,6
1387,ナショナルズ,フィリーズ,7,6
1388,レッズ,メッツ,2,7
1389,ナショナルズ,フィリーズ,3,17
1390,レッズ,メッツ,1,5
1391,ナショナルズ,フィリーズ,3,4
1392,レッズ,メッツ,10,5
1393,メッツ,フィリーズ,4,3
1394,メッツ,フィリーズ,14,4
1395,ナショナルズ,メッツ,4,3
1396,メッツ,フィリーズ,5,4
1397,ナショナルズ,メッツ,3,2
1398,ブレーブス,フィリーズ,3,4
1399,ブレーブス,メッツ,9,2
1400,ブレーブス,フィリーズ,3,4
1401,ブレーブス,メッツ,3,4
1402,ブレーブス,フィリーズ,2,5
1403,ブレーブス,メッツ,1,7
1404,マーリンズ,フィリーズ,2,3
1405,ナショナルズ,フィリーズ,4,2
1406,ナショナルズ,フィリーズ,6,2
1407,ナショナルズ,フィリーズ,5,6
1408,マリナーズ,フィリーズ,10,9
1409,マリナーズ,フィリーズ,11,6
1410,ロッキーズ,フィリーズ,8,1
1411,ロッキーズ,フィリーズ,8,2
1412,ロッキーズ,フィリーズ,7,2
1413,ロッキーズ,フィリーズ,1,2
1414,レッズ,フィリーズ,3,4
1415,レッズ,フィリーズ,8,4
1416,ジャイアンツ,フィリーズ,3,5
1417,ジャイアンツ,フィリーズ,7,9
1418,Rソックス,フィリーズ,7,3
1419,Rソックス,フィリーズ,0,1
1420,Dバックス,フィリーズ,5,4
1421,カージナルス,フィリーズ,8,1
1422,カージナルス,フィリーズ,7,6
1423,カージナルス,フィリーズ,1,5
1424,パイレーツ,フィリーズ,0,4
1425,パイレーツ,フィリーズ,3,0
1426,パイレーツ,フィリーズ,6,3
1427,パドレス,フィリーズ,4,3
1428,パドレス,フィリーズ,2,1
1429,パドレス,フィリーズ,1,7
1430,ジャイアンツ,Dバックス,5,6
1431,ブリュワーズ,フィリーズ,1,6
1432,ジャイアンツ,Dバックス,8,4
1433,ジャイアンツ,Dバックス,6,8
1434,アストロズ,フィリーズ,13,4
1435,アストロズ,フィリーズ,5,0
1436,ジャイアンツ,Dバックス,3,9
1437,アストロズ,フィリーズ,0,9
1438,ブレーブス,フィリーズ,3,10
1439,ブレーブス,フィリーズ,3,4
1440,ブレーブス,フィリーズ,1,2
1441,ブレーブス,フィリーズ,6,7
1442,インディアンス,Dバックス,3,7
1443,インディアンス,Dバックス,2,11
1444,インディアンス,Dバックス,2,3
1445,ドジャース,Dバックス,5,13
1446,ドジャース,Dバックス,5,11
1447,ドジャース,Dバックス,6,2
1448,パドレス,Dバックス,6,7
1449,メッツ,フィリーズ,10,0
1450,パドレス,Dバックス,2,6
1451,マリナーズ,アストロズ,9,7
1452,メッツ,フィリーズ,7,6
1453,マリナーズ,アストロズ,2,6
1454,ロッキーズ,Dバックス,3,1
1455,メッツ,フィリーズ,1,3
1456,マリナーズ,アストロズ,4,1
1457,ロッキーズ,Dバックス,7,6
1458,レイズ,アストロズ,7,14
1459,メッツ,フィリーズ,6,2
1460,ロッキーズ,Dバックス,0,2
1461,レイズ,アストロズ,6,4
1462,タイガース,Dバックス,7,3
1463,レイズ,アストロズ,3,0
1464,レイズ,アストロズ,5,3
1465,ブルージェイズ,アストロズ,7,16
1466,パイレーツ,Dバックス,1,2
1467,ブルージェイズ,アストロズ,4,3
1468,ブルージェイズ,アストロズ,6,7
1469,パイレーツ,Dバックス,4,11
1470,Dバックス,アストロズ,5,9
1471,パイレーツ,Dバックス,4,3
1472,Dバックス,アストロズ,4,0
1473,アスレチックス,アストロズ,1,3
1474,パイレーツ,Dバックス,6,4
1475,アスレチックス,アストロズ,0,3
1476,マーリンズ,フィリーズ,0,8
1477,ナショナルズ,アストロズ,4,3
1478,メッツ,Dバックス,3,7
1479,ナショナルズ,アストロズ,1,6
1480,メッツ,Dバックス,4,5
1481,ナショナルズ,アストロズ,5,4
1482,レンジャーズ,アストロズ,12,2
1483,メッツ,Dバックス,4,5
1484,マーリンズ,フィリーズ,9,8
1485,レンジャーズ,アストロズ,8,1
1486,レンジャーズ,アストロズ,1,5
1487,Wソックス,Dバックス,1,5
1488,メッツ,アストロズ,1,4
1489,Wソックス,Dバックス,4,5
1490,カブス,フィリーズ,1,7
1491,Wソックス,Dバックス,6,8
1492,マリナーズ,アストロズ,2,5
1493,マリナーズ,アストロズ,6,8
1494,マリナーズ,アストロズ,1,7
1495,カブス,フィリーズ,17,2
1496,Wソックス,アストロズ,1,3
1497,パドレス,Dバックス,4,7
1498,Wソックス,アストロズ,3,4
1499,カブス,フィリーズ,3,6
1500,パドレス,Dバックス,3,15
1501,エンゼルス,アストロズ,2,6
1502,ブリュワーズ,Dバックス,8,6
1503,エンゼルス,アストロズ,7,5
1504,ブリュワーズ,Dバックス,2,3
1505,ブレーブス,フィリーズ,1,6
1506,ブリュワーズ,Dバックス,1,11
1507,フィリーズ,Dバックス,6,1
1508,フィリーズ,Dバックス,2,9
1509,ブレーブス,フィリーズ,9,1
1510,フィリーズ,Dバックス,1,2
1511,フィリーズ,Dバックス,1,6
1512,カージナルス,Dバックス,5,6
1513,マーリンズ,フィリーズ,8,9
1514,カージナルス,Dバックス,4,3
1515,マーリンズ,フィリーズ,1,8
1516,マーリンズ,フィリーズ,0,10
1517,アスレチックス,フィリーズ,4,0
1518,アスレチックス,フィリーズ,3,5
1519,ロッキーズ,Dバックス,3,4
1520,アスレチックス,フィリーズ,6,3
1521,パドレス,ドジャース,3,14
1522,レッズ,Dバックス,3,6
1523,パドレス,ドジャース,4,0
1524,レッズ,Dバックス,7,0
1525,パドレス,ドジャース,1,3
1526,ドジャース,フィリーズ,3,4
1527,レッズ,Dバックス,2,1
1528,パドレス,ドジャース,2,10
1529,Dバックス,ドジャース,1,7
1530,ナショナルズ,Dバックス,5,6
1531,Dバックス,ドジャース,4,8
1532,ドジャース,フィリーズ,5,7
1533,ブレーブス,Dバックス,2,10
1534,Dバックス,ドジャース,3,1
1535,Dバックス,ドジャース,4,2
1536,ブレーブス,Dバックス,8,3
1537,ブレーブス,Dバックス,3,10
1538,ナショナルズ,フィリーズ,3,1
1539,ナショナルズ,フィリーズ,1,4
1540,ナショナルズ,フィリーズ,5,7
1541,メッツ,フィリーズ,2,6
1542,ロッキーズ,ドジャース,4,3
1543,メッツ,フィリーズ,7,4
1544,フィリーズ,ドジャース,3,5
1545,フィリーズ,ドジャース,5,6
1546,メッツ,フィリーズ,0,11
1547,フィリーズ,ドジャース,3,5
1548,ドジャース,Dバックス,3,6
1549,ドジャース,Dバックス,8,6
1550,カブス,Dバックス,8,3
1551,カブス,Dバックス,2,6
1552,カブス,Dバックス,7,2
1553,ジャイアンツ,ドジャース,4,3
1554,ジャイアンツ,ドジャース,5,13
1555,アストロズ,Dバックス,0,2
1556,アストロズ,Dバックス,9,4
1557,ジャイアンツ,Dバックス,3,4
1558,ジャイアンツ,ドジャース,4,1
1559,パイレーツ,ドジャース,1,12
1560,ジャイアンツ,Dバックス,1,2
1561,パイレーツ,ドジャース,3,4
1562,ジャイアンツ,Dバックス,0,11
1563,マーリンズ,ドジャース,2,7
1564,ドジャース,Dバックス,6,7
1565,マーリンズ,ドジャース,2,7
1566,ブレーブス,マーリンズ,4,8
1567,ドジャース,Dバックス,4,6
1568,マーリンズ,ドジャース,10,6
1569,ブレーブス,マーリンズ,5,4
1570,カージナルス,ドジャース,1,2
1571,ドジャース,Dバックス,1,8
1572,カージナルス,ドジャース,6,1
1573,カージナルス,ドジャース,3,7
1574,メッツ,マーリンズ,9,8
1575,パドレス,Dバックス,10,6
1576,メッツ,マーリンズ,2,3
1577,カブス,ドジャース,0,5
1578,メッツ,マーリンズ,4,5
1579,カブス,ドジャース,4,9
1580,パドレス,Dバックス,2,3
1581,メッツ,マーリンズ,2,4
1582,ナショナルズ,ドジャース,4,2
1583,ロッキーズ,Dバックス,5,4
1584,パイレーツ,マーリンズ,12,2
1585,ロッキーズ,Dバックス,4,2
1586,ナショナルズ,ドジャース,1,2
1587,パイレーツ,マーリンズ,4,0
1588,レッズ,ドジャース,2,7
1589,ロッキーズ,Dバックス,2,8
1590,パイレーツ,マーリンズ,3,10
1591,レッズ,ドジャース,4,5
1592,ロッキーズ,Dバックス,0,7
1593,レッズ,ドジャース,7,9
1594,レイズ,マーリンズ,4,2
1595,マーリンズ,Dバックス,12,6
1596,マーリンズ,Dバックス,2,3
1597,レイズ,マーリンズ,3,1
1598,メッツ,ドジャース,0,12
1599,メッツ,ドジャース,2,8
1600,ジャイアンツ,Dバックス,9,2
1601,メッツ,ドジャース,3,6
1602,ジャイアンツ,Dバックス,4,11
1603,ロッキーズ,ドジャース,1,6
1604,カージナルス,マーリンズ,9,4
1605,ロッキーズ,ドジャース,0,4
1606,ジャイアンツ,Dバックス,3,4
1607,カージナルス,マーリンズ,6,5
1608,ロッキーズ,ドジャース,6,12
1609,エンゼルス,ドジャース,4,0
1610,エンゼルス,ドジャース,0,4
1611,Dバックス,ドジャース,3,4
1612,Dバックス,ドジャース,4,5
1613,ロイヤルズ,ドジャース,1,4
1614,ドジャース,ロッキーズ,1,2
1615,ロイヤルズ,ドジャース,4,5
1616,ブレーブス,マーリンズ,8,4
1617,ドジャース,ロッキーズ,2,4
1618,ロイヤルズ,ドジャース,2,5
1619,ブレーブス,マーリンズ,3,1
1620,ブレーブス,ドジャース,6,3
1621,ドジャース,ロッキーズ,10,6
1622,ブレーブス,ドジャース,12,3
1623,パドレス,ロッキーズ,5,3
1624,パドレス,ロッキーズ,2,3
1625,ブレーブス,マーリンズ,1,3
1626,ツインズ,ドジャース,4,6
1627,パドレス,ロッキーズ,6,0
1628,ツインズ,ドジャース,2,6
1629,アストロズ,マーリンズ,7,2
1630,ツインズ,ドジャース,5,6
1631,ジャイアンツ,ロッキーズ,5,6
1632,アストロズ,マーリンズ,12,2
1633,ジャイアンツ,ドジャース,4,6
1634,ジャイアンツ,ロッキーズ,3,12
1635,ジャイアンツ,ドジャース,1,2
1636,ジャイアンツ,ドジャース,2,3
1637,ジャイアンツ,ロッキーズ,0,8
1638,アストロズ,マーリンズ,3,0
1639,ナショナルズ,ロッキーズ,4,8
1640,パドレス,ドジャース,4,3
1641,パドレス,ドジャース,3,6
1642,エンゼルス,マーリンズ,5,8
1643,パドレス,ドジャース,4,6
1644,エンゼルス,マーリンズ,5,2
1645,Wソックス,ドジャース,1,6
1646,ナショナルズ,ロッキーズ,16,5
1647,エンゼルス,マーリンズ,2,9
1648,Wソックス,ドジャース,4,5
1649,フィリーズ,マーリンズ,1,4
1650,ブリュワーズ,ドジャース,1,3
1651,Dバックス,ロッキーズ,6,3
1652,ブリュワーズ,ドジャース,3,0
1653,フィリーズ,マーリンズ,2,7
1654,ブリュワーズ,ドジャース,3,2
1655,フィリーズ,マーリンズ,2,10
1656,Dバックス,マーリンズ,3,2
1657,Dバックス,ロッキーズ,1,9
1658,Dバックス,ドジャース,3,1
1659,Dバックス,マーリンズ,0,3
1660,ロッキーズ,ドジャース,9,1
1661,ロッキーズ,ドジャース,5,4
1662,Dバックス,マーリンズ,5,6
1663,Dバックス,ロッキーズ,2,5
1664,ロッキーズ,ドジャース,8,1
1665,アスレチックス,マーリンズ,6,11
1666,カブス,ロッキーズ,8,1
1667,ジャイアンツ,ドジャース,2,1
1668,ジャイアンツ,ドジャース,1,3
1669,パドレス,ドジャース,3,9
1670,パドレス,ドジャース,2,9
1671,ナショナルズ,マーリンズ,12,3
1672,ドジャース,ロッキーズ,7,10
1673,パドレス,ドジャース,0,10
1674,ドジャース,ロッキーズ,6,2
1675,ドジャース,ロッキーズ,4,0
1676,ナショナルズ,マーリンズ,1,2
1677,ドジャース,ロッキーズ,6,9
1678,カブス,マーリンズ,11,1
1679,カージナルス,ロッキーズ,3,0
1680,カージナルス,ロッキーズ,4,8
1681,カブス,マーリンズ,0,2
1682,マリナーズ,ロッキーズ,6,5
1683,マリナーズ,ロッキーズ,10,4
1684,カブス,マーリンズ,5,3
1685,カブス,マーリンズ,2,4
1686,インディアンス,ロッキーズ,3,11
1687,メッツ,マーリンズ,3,6
1688,インディアンス,ロッキーズ,1,8
1689,メッツ,マーリンズ,8,0
1690,ジャイアンツ,ロッキーズ,9,10
1691,ジャイアンツ,ロッキーズ,8,10
1692,Dバックス,ロッキーズ,3,4
1693,フィリーズ,マーリンズ,5,6
1694,フィリーズ,マーリンズ,5,2
1695,フィリーズ,マーリンズ,10,3
1696,Dバックス,ロッキーズ,16,5
1697,レッズ,マーリンズ,1,4
1698,Dバックス,ロッキーズ,10,3
1699,レッズ,マーリンズ,4,7
1700,レッズ,マーリンズ,6,4
1701,レッズ,ロッキーズ,3,5
1702,レッズ,ロッキーズ,8,1
1703,ナショナルズ,マーリンズ,1,0
1704,レッズ,ロッキーズ,6,3
1705,ナショナルズ,マーリンズ,6,7
1706,Wソックス,ロッキーズ,4,12
1707,ナショナルズ,マーリンズ,0,7
1708,Wソックス,ロッキーズ,5,4
1709,Wソックス,ロッキーズ,0,10
1710,ロッキーズ,マーリンズ,3,6
1711,パドレス,ロッキーズ,6,9
1712,ロッキーズ,マーリンズ,3,4
1713,パドレス,ロッキーズ,7,9
1714,ロッキーズ,マーリンズ,3,5
1715,パドレス,ロッキーズ,4,18
1716,ジャイアンツ,マーリンズ,3,8
1717,パイレーツ,ロッキーズ,13,5
1718,ジャイアンツ,マーリンズ,9,4
1719,ジャイアンツ,マーリンズ,1,8
1720,パドレス,マーリンズ,6,8
1721,メッツ,ロッキーズ,4,5
1722,パドレス,マーリンズ,1,2
1723,メッツ,ロッキーズ,10,5
1724,パドレス,マーリンズ,2,6
1725,フィリーズ,マーリンズ,3,2
1726,メッツ,ロッキーズ,4,5
1727,フィリーズ,ロッキーズ,3,4
1728,フィリーズ,マーリンズ,2,1
1729,フィリーズ,ロッキーズ,5,8
1730,フィリーズ,マーリンズ,9,10
1731,フィリーズ,ロッキーズ,3,2
1732,ブレーブス,ロッキーズ,0,3
1733,ブレーブス,ロッキーズ,4,3
1734,ブレーブス,ロッキーズ,2,17
1735,ナショナルズ,マーリンズ,8,1
1736,ブリュワーズ,マーリンズ,10,2
1737,ブレーブス,ロッキーズ,10,4
1738,ブリュワーズ,マーリンズ,4,7
1739,ブリュワーズ,ロッキーズ,4,8
1740,ブリュワーズ,マーリンズ,10,3
1741,ブリュワーズ,ロッキーズ,6,3
1742,メッツ,マーリンズ,1,13
1743,タイガース,ロッキーズ,4,3
1744,タイガース,ロッキーズ,3,7
1745,タイガース,ロッキーズ,6,2
1746,メッツ,マーリンズ,2,9
1747,ブレーブス,マーリンズ,1,7
1748,ブレーブス,マーリンズ,5,6
1749,Dバックス,ロッキーズ,9,5
1750,ブレーブス,マーリンズ,2,10
1751,Dバックス,ロッキーズ,6,2
1752,ブレーブス,マーリンズ,8,5
1753,ジャイアンツ,ロッキーズ,11,3
1754,パドレス,ロッキーズ,1,6
1755,パドレス,ロッキーズ,0,16
1756,ジャイアンツ,パドレス,6,7
1757,パドレス,ロッキーズ,4,3
1758,ジャイアンツ,パドレス,1,2
1759,ジャイアンツ,パドレス,5,3
1760,マーリンズ,ロッキーズ,5,4
1761,Dバックス,パドレス,11,2
1762,マーリンズ,ロッキーズ,0,6
1763,マーリンズ,ロッキーズ,9,15
1764,Dバックス,パドレス,1,4
1765,マーリンズ,パドレス,3,5
1766,ドジャース,ロッキーズ,1,9
1767,マーリンズ,パドレス,6,3
1768,ドジャース,ロッキーズ,5,3
1769,ドジャース,ロッキーズ,6,3
1770,ロッキーズ,パドレス,2,6
1771,ロッキーズ,パドレス,11,3
1772,ロッキーズ,パドレス,3,2
1773,ドジャース,パドレス,8,2
1774,ドジャース,パドレス,10,2
1775,レンジャーズ,パドレス,1,5
1776,レンジャーズ,パドレス,11,0
1777,ブリュワーズ,パドレス,5,6
1778,ブリュワーズ,パドレス,6,2
1779,ブリュワーズ,パドレス,3,1
1780,ブリュワーズ,パドレス,4,2
1781,Dバックス,パドレス,10,1
1782,Dバックス,パドレス,9,1
1783,カブス,パドレス,2,5
1784,カブス,パドレス,2,6
1785,カブス,パドレス,1,2
1786,パドレス,ブレーブス,2,5
1787,パドレス,ブレーブス,2,4
1788,パドレス,ブレーブス,2,9
1789,パドレス,ブレーブス,4,5
1790,ナショナルズ,ブレーブス,3,1
1791,ナショナルズ,ブレーブス,3,2
1792,メッツ,ブレーブス,7,5
1793,メッツ,ブレーブス,7,9
1794,メッツ,ブレーブス,16,5
1795,カージナルス,ブレーブス,10,0
1796,カージナルス,ブレーブス,5,3
1797,カージナルス,ブレーブス,6,4
1798,ブルージェイズ,ブレーブス,4,8
1799,ブルージェイズ,ブレーブス,9,0
1800,ナショナルズ,ブレーブス,4,7
1801,ナショナルズ,ブレーブス,2,5
1802,パイレーツ,ブレーブス,2,5
1803,パイレーツ,ブレーブス,5,6
1804,パイレーツ,ブレーブス,12,5
1805,パイレーツ,ブレーブス,9,4
1806,フィリーズ,ブレーブス,11,4
1807,フィリーズ,ブレーブス,3,1
1808,フィリーズ,ブレーブス,1,14
1809,フィリーズ,ブレーブス,1,3
1810,メッツ,ブレーブス,2,3
1811,メッツ,ブレーブス,8,1
1812,メッツ,ブレーブス,2,1
1813,マーリンズ,ブレーブス,5,0
1814,ジャイアンツ,ブレーブス,6,3
1815,ジャイアンツ,ブレーブス,3,5
1816,ジャイアンツ,ブレーブス,11,12
1817,ブリュワーズ,ブレーブス,4,5
1818,ブリュワーズ,ブレーブス,1,3
1819,ブリュワーズ,ブレーブス,7,0
1820,アストロズ,ブレーブス,16,4
1821,カブス,ブレーブス,4,3
1822,カブス,ブレーブス,5,1
1823,カブス,ブレーブス,8,2
1824,ドジャース,ブレーブス,3,2
1825,ドジャース,ブレーブス,3,5
1826,ドジャース,ブレーブス,7,4
1827,マーリンズ,ブレーブス,3,5
1828,マーリンズ,ブレーブス,2,7
1829,マーリンズ,ブレーブス,4,1
1830,フィリーズ,ブレーブス,5,2
1831,レッズ,ブレーブス,5,3
1832,レッズ,ブレーブス,11,8
1833,マリナーズ,ブレーブス,0,4
1834,マリナーズ,ブレーブス,9,6
1835,ロッキーズ,ブレーブス,2,5
1836,ロッキーズ,ブレーブス,7,6
1837,ロッキーズ,ブレーブス,3,0
1838,レンジャーズ,ブレーブス,4,5
1839,マーリンズ,ブレーブス,5,6
1840,マーリンズ,ブレーブス,7,1
1841,マーリンズ,ブレーブス,8,10
1842,メッツ,ブレーブス,2,3
1843,メッツ,ブレーブス,7,3
1844,メッツ,ブレーブス,5,1
1845,ナショナルズ,ブレーブス,7,3
1846,フィリーズ,ブレーブス,2,4
1847,フィリーズ,ブレーブス,2,0
1848,マーリンズ,ナショナルズ,2,4
1849,マーリンズ,ナショナルズ,4,6
1850,マーリンズ,ナショナルズ,4,3
1851,カージナルス,ナショナルズ,6,14
1852,カージナルス,ナショナルズ,3,8
1853,カージナルス,ナショナルズ,6,1
1854,フィリーズ,ナショナルズ,2,3
1855,フィリーズ,ナショナルズ,4,2
1856,フィリーズ,ナショナルズ,4,6
1857,メッツ,ナショナルズ,7,5
1858,メッツ,ナショナルズ,5,3
1859,メッツ,ナショナルズ,5,23
1860,Dバックス,ナショナルズ,6,3
1861,Dバックス,ナショナルズ,1,2
1862,Dバックス,ナショナルズ,2,4
1863,ロッキーズ,パドレス,3,1
1864,ロイヤルズ,パドレス,3,6
1865,ロイヤルズ,パドレス,12,6
1866,フィリーズ,ナショナルズ,4,6
1867,ロイヤルズ,パドレス,8,3
1868,フィリーズ,ナショナルズ,4,3
1869,レッズ,パドレス,3,9
1870,マリナーズ,ナショナルズ,1,10
1871,マリナーズ,ナショナルズ,1,5
1872,マリナーズ,ナショナルズ,4,2
1873,タイガース,パドレス,0,1
1874,タイガース,パドレス,3,7
1875,パドレス,ナショナルズ,0,3
1876,タイガース,パドレス,7,5
1877,ブレーブス,パドレス,3,0
1878,パドレス,ナショナルズ,5,3
1879,ブレーブス,パドレス,4,7
1880,レンジャーズ,ナショナルズ,5,2
1881,レンジャーズ,ナショナルズ,6,3
1882,ドジャース,パドレス,3,5
1883,レンジャーズ,ナショナルズ,5,1
1884,ブレーブス,ナショナルズ,11,10
1885,メッツ,パドレス,5,3
1886,レッズ,ナショナルズ,5,6
1887,メッツ,パドレス,6,5
1888,レッズ,ナショナルズ,3,18
1889,メッツ,パドレス,3,6
1890,メッツ,パドレス,5,7
1891,レッズ,ナショナルズ,6,2
1892,パイレーツ,パドレス,2,3
1893,カブス,ナショナルズ,1,6
1894,パイレーツ,パドレス,7,1
1895,カブス,ナショナルズ,4,8
1896,ツインズ,パドレス,0,3
1897,ツインズ,パドレス,5,2
1898,フィリーズ,パドレス,4,7
1899,フィリーズ,パドレス,4,8
1900,メッツ,ナショナルズ,2,3
1901,フィリーズ,パドレス,0,3
1902,メッツ,ナショナルズ,4,11
1903,ナショナルズ,パドレス,2,1
1904,ナショナルズ,パドレス,7,1
1905,ブレーブス,ナショナルズ,5,2
1906,ナショナルズ,パドレス,1,3
1907,ブレーブス,ナショナルズ,4,5
1908,ブレーブス,ナショナルズ,13,0
1909,ジャイアンツ,パドレス,3,0
1910,ジャイアンツ,パドレス,3,6
1911,ブレーブス,ナショナルズ,5,10
1912,ジャイアンツ,パドレス,0,5
1913,ドジャース,パドレス,1,0
1914,ドジャース,パドレス,2,7
1915,ブリュワーズ,ナショナルズ,8,0
1916,ブリュワーズ,ナショナルズ,5,8
1917,カージナルス,パドレス,3,1
1918,ブリュワーズ,ナショナルズ,2,15
1919,カージナルス,パドレス,0,3
1920,Dバックス,パドレス,2,4
1921,ロッキーズ,ナショナルズ,4,2
1922,Dバックス,パドレス,13,7
1923,ロッキーズ,ナショナルズ,10,6
1924,マーリンズ,ナショナルズ,2,3
1925,ロッキーズ,パドレス,0,5
1926,マーリンズ,ナショナルズ,7,3
1927,ロッキーズ,パドレス,8,4
1928,マーリンズ,ナショナルズ,2,3
1929,ジャイアンツ,ナショナルズ,1,3
1930,ジャイアンツ,ナショナルズ,4,2
1931,エンゼルス,ナショナルズ,1,3
1932,エンゼルス,ナショナルズ,3,2
1933,メッツ,ナショナルズ,4,2
1934,メッツ,ナショナルズ,4,9
1935,メッツ,ナショナルズ,6,5
1936,マーリンズ,ナショナルズ,2,11
1937,マーリンズ,ナショナルズ,3,8
1938,マーリンズ,ナショナルズ,0,4
1939,フィリーズ,ナショナルズ,3,4
1940,フィリーズ,ナショナルズ,10,11
1941,フィリーズ,ナショナルズ,2,3
1942,ブレーブス,ナショナルズ,8,0
1943,ブレーブス,ナショナルズ,8,2
1944,ブレーブス,ナショナルズ,2,5
1945,ドジャース,ナショナルズ,7,0
1946,ドジャース,ナショナルズ,3,2
1947,ドジャース,ナショナルズ,1,7
1948,パイレーツ,ナショナルズ,4,5
1949,パイレーツ,ナショナルズ,1,6
1950,パイレーツ,ナショナルズ,4,1
1951,パイレーツ,ナショナルズ,11,8
1952,Dバックス,ジャイアンツ,1,4
1953,Dバックス,ジャイアンツ,4,3
1954,Dバックス,ジャイアンツ,2,6
1955,ロッキーズ,ジャイアンツ,3,1
1956,ロッキーズ,ジャイアンツ,2,8
1957,ロッキーズ,ジャイアンツ,5,0
1958,ロッキーズ,ジャイアンツ,4,3
1959,ドジャース,ジャイアンツ,1,2
1960,ドジャース,ジャイアンツ,5,1
1961,パドレス,ジャイアンツ,3,4
1962,パドレス,ジャイアンツ,12,4
1963,パドレス,ジャイアンツ,5,2
1964,レッズ,ジャイアンツ,3,2
1965,レッズ,ジャイアンツ,2,3
1966,レッズ,ジャイアンツ,1,3
1967,レッズ,ジャイアンツ,3,8
1968,ドジャース,ジャイアンツ,4,8
1969,ドジャース,ジャイアンツ,1,2
1970,ドジャース,ジャイアンツ,6,1
1971,ブレーブス,ジャイアンツ,3,6
1972,ブレーブス,ジャイアンツ,1,7
1973,ナショナルズ,ジャイアンツ,3,0
1974,ナショナルズ,ジャイアンツ,6,3
